pok_chapter,pok_section,pok_subsection,pok_detail,pok_subdetail,pok_extra,type,level,name,description,page,sequence
30 Working a project,Working tips,Correcting mistakes,Dropped stitches,Correcting long runs,,subdetail,5,Correcting long runs,"30 Working a project, Working tips, Correcting mistakes, Dropped stitches, Correcting long runs",599,2311
30 Working a project,Working tips,Correcting mistakes,Dropped stitches,Correcting long runs,Correcting a run in stockinette,extra,6,Correcting a run in stockinette,"30 Working a project, Working tips, Correcting mistakes, Dropped stitches, Correcting long runs, Correcting a run in stockinette",599,2312
30 Working a project,Working tips,Correcting mistakes,Dropped stitches,Correcting long runs,Correcting a run in mixed knit and purl,extra,6,Correcting a run in mixed knit and purl,"30 Working a project, Working tips, Correcting mistakes, Dropped stitches, Correcting long runs, Correcting a run in mixed knit and purl",599,2313
30 Working a project,Working tips,Correcting mistakes,Dropped stitches,Correcting a run to an increase,,subdetail,5,Correcting a run to an increase,"30 Working a project, Working tips, Correcting mistakes, Dropped stitches, Correcting a run to an increase",599,2314
30 Working a project,Working tips,Correcting mistakes,Dropped stitches,Correcting a run to an decrease,,subdetail,5,Correcting a run to an decrease,"30 Working a project, Working tips, Correcting mistakes, Dropped stitches, Correcting a run to an decrease",600,2315
30 Working a project,Working tips,Correcting mistakes,Dropped stitches,Orphaned stitch,,subdetail,5,Orphaned stitch,"30 Working a project, Working tips, Correcting mistakes, Dropped stitches, Orphaned stitch",600,2316
30 Working a project,Working tips,Correcting mistakes,Dropped stitches,Orphaned stitch,Stealing yarn,extra,6,Stealing yarn,"30 Working a project, Working tips, Correcting mistakes, Dropped stitches, Orphaned stitch, Stealing yarn",600,2317
30 Working a project,Working tips,Correcting mistakes,Dropped stitches,Orphaned stitch,Tying in an orphaned stitch,extra,6,Tying in an orphaned stitch,"30 Working a project, Working tips, Correcting mistakes, Dropped stitches, Orphaned stitch, Tying in an orphaned stitch",600,2318
30 Working a project,Working tips,Correcting mistakes,Dropped stitches,Reworking partial sections,,subdetail,5,Reworking partial sections,"30 Working a project, Working tips, Correcting mistakes, Dropped stitches, Reworking partial sections",601,2319
30 Working a project,Working tips,Correcting mistakes,Major repairs,,,detail,4,Major repairs,"30 Working a project, Working tips, Correcting mistakes, Major repairs",601,2320
30 Working a project,Working tips,Correcting mistakes,Major repairs,Grafted repair,,subdetail,5,Grafted repair,"30 Working a project, Working tips, Correcting mistakes, Major repairs, Grafted repair",601,2321
30 Working a project,Working tips,Correcting mistakes,Major repairs,Repairing a hole,,subdetail,5,Repairing a hole,"30 Working a project, Working tips, Correcting mistakes, Major repairs, Repairing a hole",602,2322
30 Working a project,Working tips,Correcting mistakes,Recycling yarn,,,detail,4,Recycling yarn,"30 Working a project, Working tips, Correcting mistakes, Recycling yarn",602,2323
31 Written garment patterns,,,,,,chapter,1,31 Written garment patterns,31 Written garment patterns,603,2324
31 Written garment patterns,Written garment patterns,,,,,section,2,Written garment patterns,"31 Written garment patterns, Written garment patterns",603,2325
31 Written garment patterns,Written garment patterns,Pattern sizes,,,,subsection,3,Pattern sizes,"31 Written garment patterns, Written garment patterns, Pattern sizes",604,2326
31 Written garment patterns,Written garment patterns,Garment dimensions,,,,subsection,3,Garment dimensions,"31 Written garment patterns, Written garment patterns, Garment dimensions",604,2327
31 Written garment patterns,Written garment patterns,Yarn and other materials,,,,subsection,3,Yarn and other materials,"31 Written garment patterns, Written garment patterns, Yarn and other materials",604,2328
31 Written garment patterns,Written garment patterns,Yarn and other materials,Gauge and needle size,,,detail,4,Gauge and needle size,"31 Written garment patterns, Written garment patterns, Yarn and other materials, Gauge and needle size",604,2329
31 Written garment patterns,Written garment patterns,The pattern,,,,subsection,3,The pattern,"31 Written garment patterns, Written garment patterns, The pattern",605,2330
31 Written garment patterns,Written garment patterns,The pattern,Cast-on and ribbing,,,detail,4,Cast-on and ribbing,"31 Written garment patterns, Written garment patterns, The pattern, Cast-on and ribbing",605,2331
31 Written garment patterns,Written garment patterns,The pattern,Bodice,,,detail,4,Bodice,"31 Written garment patterns, Written garment patterns, The pattern, Bodice",605,2332
31 Written garment patterns,Written garment patterns,The pattern,Shaping,,,detail,4,Shaping,"31 Written garment patterns, Written garment patterns, The pattern, Shaping",605,2333
31 Written garment patterns,Written garment patterns,The pattern,Shaping,Horizontal shaping,,subdetail,5,Horizontal shaping,"31 Written garment patterns, Written garment patterns, The pattern, Shaping, Horizontal shaping",606,2334
31 Written garment patterns,Written garment patterns,The pattern,Shaping,Vertical shaping,,subdetail,5,Vertical shaping,"31 Written garment patterns, Written garment patterns, The pattern, Shaping, Vertical shaping",606,2335
31 Written garment patterns,Written garment patterns,The pattern,Shaping,Contour shaping,,subdetail,5,Contour shaping,"31 Written garment patterns, Written garment patterns, The pattern, Shaping, Contour shaping",606,2336
31 Written garment patterns,Written garment patterns,The pattern,Shaping,Acute slopes,,subdetail,5,Acute slopes,"31 Written garment patterns, Written garment patterns, The pattern, Shaping, Acute slopes",606,2337
31 Written garment patterns,Written garment patterns,The pattern,Borders,,,detail,4,Borders,"31 Written garment patterns, Written garment patterns, The pattern, Borders",606,2338
31 Written garment patterns,Written garment patterns,The pattern,Finishing,,,detail,4,Finishing,"31 Written garment patterns, Written garment patterns, The pattern, Finishing",606,2339
32 Cleaning and dressing a knit,,,,,,chapter,1,32 Cleaning and dressing a knit,32 Cleaning and dressing a knit,607,2340
32 Cleaning and dressing a knit,Cleaning a hand knit,,,,,section,2,Cleaning a hand knit,"32 Cleaning and dressing a knit, Cleaning a hand knit",607,2341
32 Cleaning and dressing a knit,Cleaning a hand knit,Dry cleaning,,,,subsection,3,Dry cleaning,"32 Cleaning and dressing a knit, Cleaning a hand knit, Dry cleaning",607,2342
32 Cleaning and dressing a knit,Cleaning a hand knit,Laudry products,,,,subsection,3,Laudry products,"32 Cleaning and dressing a knit, Cleaning a hand knit, Laudry products",608,2343
32 Cleaning and dressing a knit,Cleaning a hand knit,Laudry products,pH,,,detail,4,pH,"32 Cleaning and dressing a knit, Cleaning a hand knit, Laudry products, pH",608,2344
32 Cleaning and dressing a knit,Cleaning a hand knit,Laudry products,Water,,,detail,4,Water,"32 Cleaning and dressing a knit, Cleaning a hand knit, Laudry products, Water",609,2345
32 Cleaning and dressing a knit,Cleaning a hand knit,Laudry products,Detergents and soaps,,,detail,4,Detergents and soaps,"32 Cleaning and dressing a knit, Cleaning a hand knit, Laudry products, Detergents and soaps",609,2346
32 Cleaning and dressing a knit,Cleaning a hand knit,Laudry products,Neutralisers and softeners,,,detail,4,Neutralisers and softeners,"32 Cleaning and dressing a knit, Cleaning a hand knit, Laudry products, Neutralisers and softeners",610,2347
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,,,,subsection,3,Stain removal,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal",610,2348
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal ingredients,,,detail,4,Stain removal ingredients,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal ingredients",611,2349
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal ingredients,Alcohol,,subdetail,5,Alcohol,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal ingredients, Alcohol",611,2350
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal ingredients,Ammonia,,subdetail,5,Ammonia,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal ingredients, Ammonia",611,2351
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal ingredients,Baking soda,,subdetail,5,Baking soda,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal ingredients, Baking soda",611,2352
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal ingredients,Bleach,,subdetail,5,Bleach,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal ingredients, Bleach",611,2353
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal ingredients,Borax,,subdetail,5,Borax,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal ingredients, Borax",611,2354
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal ingredients,Nail polish remover,,subdetail,5,Nail polish remover,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal ingredients, Nail polish remover",612,2355
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal ingredients,Oxalic acid,,subdetail,5,Oxalic acid,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal ingredients, Oxalic acid",612,2356
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal ingredients,Vinegar,,subdetail,5,Vinegar,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal ingredients, Vinegar",612,2357
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal ingredients,"Washing soda, or soda ash",,subdetail,5,"Washing soda, or soda ash","32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal ingredients, Washing soda, or soda ash",612,2358
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal ingredients,Water,,subdetail,5,Water,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal ingredients, Water",612,2359
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal compounds,,,detail,4,Stain removal compounds,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal compounds",612,2360
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal compounds,Commercial powder spot removers,,subdetail,5,Commercial powder spot removers,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal compounds, Commercial powder spot removers",612,2361
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal compounds,Detergents for stain removal,,subdetail,5,Detergents for stain removal,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal compounds, Detergents for stain removal",612,2362
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal compounds,Enzyme cleaners,,subdetail,5,Enzyme cleaners,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal compounds, Enzyme cleaners",612,2363
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal compounds,Laundry pre-wash treatments,,subdetail,5,Laundry pre-wash treatments,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal compounds, Laundry pre-wash treatments",613,2364
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal compounds,Orange oil cleaners,,subdetail,5,Orange oil cleaners,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal compounds, Orange oil cleaners",613,2365
32 Cleaning and dressing a knit,Cleaning a hand knit,Stain removal,Stain removal compounds,Homemade pre-wash stain treatment,,subdetail,5,Homemade pre-wash stain treatment,"32 Cleaning and dressing a knit, Cleaning a hand knit, Stain removal, Stain removal compounds, Homemade pre-wash stain treatment",613,2366
32 Cleaning and dressing a knit,Cleaning a hand knit,Washing a knit,,,,subsection,3,Washing a knit,"32 Cleaning and dressing a knit, Cleaning a hand knit, Washing a knit",613,2367
32 Cleaning and dressing a knit,Cleaning a hand knit,Washing a knit,Water temperature,,,detail,4,Water temperature,"32 Cleaning and dressing a knit, Cleaning a hand knit, Washing a knit, Water temperature",613,2368
32 Cleaning and dressing a knit,Cleaning a hand knit,Washing a knit,Water temperature,Hand washing,,subdetail,5,Hand washing,"32 Cleaning and dressing a knit, Cleaning a hand knit, Washing a knit, Water temperature, Hand washing",613,2369
32 Cleaning and dressing a knit,Cleaning a hand knit,Washing a knit,Water temperature,Machine washing,,subdetail,5,Machine washing,"32 Cleaning and dressing a knit, Cleaning a hand knit, Washing a knit, Water temperature, Machine washing",614,2370
32 Cleaning and dressing a knit,Cleaning a hand knit,Washing a knit,"Starch, or sizing",,,detail,4,"Starch, or sizing","32 Cleaning and dressing a knit, Cleaning a hand knit, Washing a knit, Starch, or sizing",614,2371
32 Cleaning and dressing a knit,Cleaning a hand knit,Washing a knit,Unstable dyes,,,detail,4,Unstable dyes,"32 Cleaning and dressing a knit, Cleaning a hand knit, Washing a knit, Unstable dyes",614,2372
32 Cleaning and dressing a knit,Dressing a fabric,,,,,section,2,Dressing a fabric,"32 Cleaning and dressing a knit, Dressing a fabric",615,2373
32 Cleaning and dressing a knit,Dressing a fabric,Air-drying,,,,subsection,3,Air-drying,"32 Cleaning and dressing a knit, Dressing a fabric, Air-drying",615,2374
32 Cleaning and dressing a knit,Dressing a fabric,Air-drying,Drying flat,,,detail,4,Drying flat,"32 Cleaning and dressing a knit, Dressing a fabric, Air-drying, Drying flat",615,2375
32 Cleaning and dressing a knit,Dressing a fabric,Air-drying,Hanging to dry,,,detail,4,Hanging to dry,"32 Cleaning and dressing a knit, Dressing a fabric, Air-drying, Hanging to dry",616,2376
32 Cleaning and dressing a knit,Dressing a fabric,Air-drying,Blocking,,,detail,4,Blocking,"32 Cleaning and dressing a knit, Dressing a fabric, Air-drying, Blocking",616,2377
32 Cleaning and dressing a knit,Dressing a fabric,Air-drying,Blocking,Stretchers,,subdetail,5,Stretchers,"32 Cleaning and dressing a knit, Dressing a fabric, Air-drying, Blocking, Stretchers",616,2378
32 Cleaning and dressing a knit,Dressing a fabric,Air-drying,Blocking,Blocking pins,,subdetail,5,Blocking pins,"32 Cleaning and dressing a knit, Dressing a fabric, Air-drying, Blocking, Blocking pins",617,2379
32 Cleaning and dressing a knit,Dressing a fabric,Air-drying,Blocking,Blocking pins,Blocking a garment,extra,6,Blocking a garment,"32 Cleaning and dressing a knit, Dressing a fabric, Air-drying, Blocking, Blocking pins, Blocking a garment",617,2380
32 Cleaning and dressing a knit,Dressing a fabric,Air-drying,Blocking,Blocking pins,Blocking lace,extra,6,Blocking lace,"32 Cleaning and dressing a knit, Dressing a fabric, Air-drying, Blocking, Blocking pins, Blocking lace",618,2381
32 Cleaning and dressing a knit,Dressing a fabric,Air-drying,Blocking,Dressing wires,,subdetail,5,Dressing wires,"32 Cleaning and dressing a knit, Dressing a fabric, Air-drying, Blocking, Dressing wires",619,2382
32 Cleaning and dressing a knit,Dressing a fabric,Steaming and pressing,,,,subsection,3,Steaming and pressing,"32 Cleaning and dressing a knit, Dressing a fabric, Steaming and pressing",619,2383
32 Cleaning and dressing a knit,Dressing a fabric,Steaming and pressing,Basic steaming,,,detail,4,Basic steaming,"32 Cleaning and dressing a knit, Dressing a fabric, Steaming and pressing, Basic steaming",620,2384
32 Cleaning and dressing a knit,Dressing a fabric,Steaming and pressing,Pressing,,,detail,4,Pressing,"32 Cleaning and dressing a knit, Dressing a fabric, Steaming and pressing, Pressing",620,2385
32 Cleaning and dressing a knit,Dressing a fabric,Machine drying,,,,subsection,3,Machine drying,"32 Cleaning and dressing a knit, Dressing a fabric, Machine drying",621,2386
32 Cleaning and dressing a knit,Dressing a fabric,Storage,,,,subsection,3,Storage,"32 Cleaning and dressing a knit, Dressing a fabric, Storage",621,2387
33 Finishing techniques,,,,,,chapter,1,33 Finishing techniques,33 Finishing techniques,622,2388
33 Finishing techniques,General tips,,,,,section,2,General tips,"33 Finishing techniques, General tips",622,2389
33 Finishing techniques,General tips,Preparing the fabric,,,,subsection,3,Preparing the fabric,"33 Finishing techniques, General tips, Preparing the fabric",622,2390
33 Finishing techniques,General tips,Yarns for sewing,,,,subsection,3,Yarns for sewing,"33 Finishing techniques, General tips, Yarns for sewing",622,2391
33 Finishing techniques,General tips,Sewing needles,,,,subsection,3,Sewing needles,"33 Finishing techniques, General tips, Sewing needles",623,2392
33 Finishing techniques,General tips,Try it first,,,,subsection,3,Try it first,"33 Finishing techniques, General tips, Try it first",623,2393
33 Finishing techniques,General tips,Attaching yarn,,,,subsection,3,Attaching yarn,"33 Finishing techniques, General tips, Attaching yarn",623,2394
33 Finishing techniques,General tips,Attaching yarn,Yarn butterfly for seaming,,,detail,4,Yarn butterfly for seaming,"33 Finishing techniques, General tips, Attaching yarn, Yarn butterfly for seaming",623,2395
33 Finishing techniques,General tips,Attaching yarn,Tying on yarn for sewing,,,detail,4,Tying on yarn for sewing,"33 Finishing techniques, General tips, Attaching yarn, Tying on yarn for sewing",623,2396
33 Finishing techniques,General tips,Attaching yarn,Button-stop,,,detail,4,Button-stop,"33 Finishing techniques, General tips, Attaching yarn, Button-stop",623,2397
33 Finishing techniques,Selvedge seams,,,,,section,2,Selvedge seams,"33 Finishing techniques, Selvedge seams",624,2398
33 Finishing techniques,Selvedge seams,Tips for selvedge seams,,,,subsection,3,Tips for selvedge seams,"33 Finishing techniques, Selvedge seams, Tips for selvedge seams",624,2399
33 Finishing techniques,Selvedge seams,Tips for selvedge seams,Making selvedges for seams,,,detail,4,Making selvedges for seams,"33 Finishing techniques, Selvedge seams, Tips for selvedge seams, Making selvedges for seams",624,2400
33 Finishing techniques,Selvedge seams,Tips for selvedge seams,Seam length,,,detail,4,Seam length,"33 Finishing techniques, Selvedge seams, Tips for selvedge seams, Seam length",624,2401
33 Finishing techniques,Selvedge seams,Tips for selvedge seams,Edges and seam corners,,,detail,4,Edges and seam corners,"33 Finishing techniques, Selvedge seams, Tips for selvedge seams, Edges and seam corners",624,2402
33 Finishing techniques,Selvedge seams,Tips for selvedge seams,Edges and seam corners,Corners at cast-on edge,,subdetail,5,Corners at cast-on edge,"33 Finishing techniques, Selvedge seams, Tips for selvedge seams, Edges and seam corners, Corners at cast-on edge",624,2403
33 Finishing techniques,Selvedge seams,Tips for selvedge seams,Edges and seam corners,Corners at cast-off edge,,subdetail,5,Corners at cast-off edge,"33 Finishing techniques, Selvedge seams, Tips for selvedge seams, Edges and seam corners, Corners at cast-off edge",625,2404
33 Finishing techniques,Selvedge seams,Stockinette selvedge seams,,,,subsection,3,Stockinette selvedge seams,"33 Finishing techniques, Selvedge seams, Stockinette selvedge seams",625,2405
33 Finishing techniques,Selvedge seams,Stockinette selvedge seams,Running thread seam,,,detail,4,Running thread seam,"33 Finishing techniques, Selvedge seams, Stockinette selvedge seams, Running thread seam",625,2406
33 Finishing techniques,Selvedge seams,Stockinette selvedge seams,Selvedge seam,,,detail,4,Selvedge seam,"33 Finishing techniques, Selvedge seams, Stockinette selvedge seams, Selvedge seam",625,2407
33 Finishing techniques,Selvedge seams,Stockinette selvedge seams,Selvedge seam,Selvedge seam sewn face-to-face,,subdetail,5,Selvedge seam sewn face-to-face,"33 Finishing techniques, Selvedge seams, Stockinette selvedge seams, Selvedge seam, Selvedge seam sewn face-to-face",625,2408
33 Finishing techniques,Selvedge seams,Stockinette selvedge seams,Selvedge seam,Selvedge seam sewn lying flat,,subdetail,5,Selvedge seam sewn lying flat,"33 Finishing techniques, Selvedge seams, Stockinette selvedge seams, Selvedge seam, Selvedge seam sewn lying flat",626,2409
33 Finishing techniques,Selvedge seams,Stockinette selvedge seams,Combination seam,,,detail,4,Combination seam,"33 Finishing techniques, Selvedge seams, Stockinette selvedge seams, Combination seam",626,2410
33 Finishing techniques,Selvedge seams,Stockinette selvedge seams,Linked seam,,,detail,4,Linked seam,"33 Finishing techniques, Selvedge seams, Stockinette selvedge seams, Linked seam",626,2411
33 Finishing techniques,Selvedge seams,Garter stitch selvedge seams,,,,subsection,3,Garter stitch selvedge seams,"33 Finishing techniques, Selvedge seams, Garter stitch selvedge seams",627,2412
33 Finishing techniques,Selvedge seams,Garter stitch selvedge seams,Selvedge nub seam,,,detail,4,Selvedge nub seam,"33 Finishing techniques, Selvedge seams, Garter stitch selvedge seams, Selvedge nub seam",627,2413
33 Finishing techniques,Selvedge seams,Chain selvedge seams,,,,subsection,3,Chain selvedge seams,"33 Finishing techniques, Selvedge seams, Chain selvedge seams",627,2414
33 Finishing techniques,Selvedge seams,Chain selvedge seams,Two-row chain selvedge seam,,,detail,4,Two-row chain selvedge seam,"33 Finishing techniques, Selvedge seams, Chain selvedge seams, Two-row chain selvedge seam",627,2415
33 Finishing techniques,Selvedge seams,Chain selvedge seams,One-row chain selvedge seam,,,detail,4,One-row chain selvedge seam,"33 Finishing techniques, Selvedge seams, Chain selvedge seams, One-row chain selvedge seam",628,2416
33 Finishing techniques,Selvedge seams,Chain selvedge seams,Selvedge seam for chain selvedge,,,detail,4,Selvedge seam for chain selvedge,"33 Finishing techniques, Selvedge seams, Chain selvedge seams, Selvedge seam for chain selvedge",628,2417
33 Finishing techniques,General sewing techniques,,,,,section,2,General sewing techniques,"33 Finishing techniques, General sewing techniques",628,2418
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,,,,subsection,3,Hand-sewing techniques,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques",628,2419
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Backstitch and prickstitch,,,detail,4,Backstitch and prickstitch,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Backstitch and prickstitch",628,2420
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Backstitch and prickstitch,Sewing a knit with backstitch,,subdetail,5,Sewing a knit with backstitch,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Backstitch and prickstitch, Sewing a knit with backstitch",628,2421
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Backstitch and prickstitch,Sewing wovens with backstitch,,subdetail,5,Sewing wovens with backstitch,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Backstitch and prickstitch, Sewing wovens with backstitch",629,2422
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Running stitch seams,,,detail,4,Running stitch seams,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Running stitch seams",629,2423
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Running stitch seams,Running stitch for knits,,subdetail,5,Running stitch for knits,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Running stitch seams, Running stitch for knits",629,2424
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Running stitch seams,Running stitch for wovens,,subdetail,5,Running stitch for wovens,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Running stitch seams, Running stitch for wovens",630,2425
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Basting stitch,,,detail,4,Basting stitch,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Basting stitch",630,2426
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Whipstitch seam,,,detail,4,Whipstitch seam,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Whipstitch seam",630,2427
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Whipstitch seam,Whipstitch for encased selvedges,,subdetail,5,Whipstitch for encased selvedges,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Whipstitch seam, Whipstitch for encased selvedges",630,2428
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Whipstitch seam,Whipstitch for flat seam,,subdetail,5,Whipstitch for flat seam,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Whipstitch seam, Whipstitch for flat seam",630,2429
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Overcasting,,,detail,4,Overcasting,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Overcasting",631,2430
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Hemstitch,,,detail,4,Hemstitch,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Hemstitch",631,2431
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Hemstitch,Sewing a lining,,subdetail,5,Sewing a lining,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Hemstitch, Sewing a lining",631,2432
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Hemstitch,Sewing trim,,subdetail,5,Sewing trim,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Hemstitch, Sewing trim",631,2433
33 Finishing techniques,General sewing techniques,Hand-sewing techniques,Catchstitch,,,detail,4,Catchstitch,"33 Finishing techniques, General sewing techniques, Hand-sewing techniques, Catchstitch",631,2434
33 Finishing techniques,General sewing techniques,Other seaming techniques,,,,subsection,3,Other seaming techniques,"33 Finishing techniques, General sewing techniques, Other seaming techniques",632,2435
33 Finishing techniques,General sewing techniques,Other seaming techniques,Crochet seam,,,detail,4,Crochet seam,"33 Finishing techniques, General sewing techniques, Other seaming techniques, Crochet seam",632,2436
33 Finishing techniques,General sewing techniques,Other seaming techniques,Crochet seam,Crochet options,,subdetail,5,Crochet options,"33 Finishing techniques, General sewing techniques, Other seaming techniques, Crochet seam, Crochet options",632,2437
33 Finishing techniques,General sewing techniques,Other seaming techniques,Machine-sewn seams,,,detail,4,Machine-sewn seams,"33 Finishing techniques, General sewing techniques, Other seaming techniques, Machine-sewn seams",632,2438
33 Finishing techniques,General sewing techniques,Speciality seams,,,,subsection,3,Speciality seams,"33 Finishing techniques, General sewing techniques, Speciality seams",632,2439
33 Finishing techniques,General sewing techniques,Speciality seams,Turning selvedges outside,,,detail,4,Turning selvedges outside,"33 Finishing techniques, General sewing techniques, Speciality seams, Turning selvedges outside",632,2440
33 Finishing techniques,General sewing techniques,Speciality seams,Seam for turned-back cuffs,,,detail,4,Seam for turned-back cuffs,"33 Finishing techniques, General sewing techniques, Speciality seams, Seam for turned-back cuffs",633,2441
33 Finishing techniques,General sewing techniques,Speciality seams,Seams for wide selvedges,,,detail,4,Seams for wide selvedges,"33 Finishing techniques, General sewing techniques, Speciality seams, Seams for wide selvedges",633,2442
33 Finishing techniques,General sewing techniques,Speciality seams,Seaming top or bottom edges,,,detail,4,Seaming top or bottom edges,"33 Finishing techniques, General sewing techniques, Speciality seams, Seaming top or bottom edges",634,2443
33 Finishing techniques,General sewing techniques,Speciality seams,Sewing in sleeves,,,detail,4,Sewing in sleeves,"33 Finishing techniques, General sewing techniques, Speciality seams, Sewing in sleeves",634,2444
33 Finishing techniques,General sewing techniques,Speciality seams,Dolman sleeve seams,,,detail,4,Dolman sleeve seams,"33 Finishing techniques, General sewing techniques, Speciality seams, Dolman sleeve seams",634,2445
33 Finishing techniques,General sewing techniques,Speciality seams,Sewing fulled knits,,,detail,4,Sewing fulled knits,"33 Finishing techniques, General sewing techniques, Speciality seams, Sewing fulled knits",634,2446
33 Finishing techniques,General sewing techniques,Sewing within a fabric,,,,subsection,3,Sewing within a fabric,"33 Finishing techniques, General sewing techniques, Sewing within a fabric",635,2447
33 Finishing techniques,General sewing techniques,Sewing within a fabric,Sewing a hem,,,detail,4,Sewing a hem,"33 Finishing techniques, General sewing techniques, Sewing within a fabric, Sewing a hem",635,2448
33 Finishing techniques,General sewing techniques,Sewing within a fabric,Sewing a pocket lining,,,detail,4,Sewing a pocket lining,"33 Finishing techniques, General sewing techniques, Sewing within a fabric, Sewing a pocket lining",635,2449
33 Finishing techniques,General sewing techniques,Sewing and cutting steeks,,,,subsection,3,Sewing and cutting steeks,"33 Finishing techniques, General sewing techniques, Sewing and cutting steeks",635,2450
33 Finishing techniques,General sewing techniques,Sewing and cutting steeks,Hand-sewn steek,,,detail,4,Hand-sewn steek,"33 Finishing techniques, General sewing techniques, Sewing and cutting steeks, Hand-sewn steek",635,2451
33 Finishing techniques,General sewing techniques,Sewing and cutting steeks,Steek sewn with backstitch,,,detail,4,Steek sewn with backstitch,"33 Finishing techniques, General sewing techniques, Sewing and cutting steeks, Steek sewn with backstitch",636,2452
33 Finishing techniques,General sewing techniques,Sewing and cutting steeks,Steek sewn with catchstitch,,,detail,4,Steek sewn with catchstitch,"33 Finishing techniques, General sewing techniques, Sewing and cutting steeks, Steek sewn with catchstitch",636,2453
33 Finishing techniques,General sewing techniques,Sewing and cutting steeks,Crocheted steek,,,detail,4,Crocheted steek,"33 Finishing techniques, General sewing techniques, Sewing and cutting steeks, Crocheted steek",636,2454
